"ID","budburst","bbch.first","leafout","bbch.last","species","individ","bud","TX","burst","total","burst.perc","perc"
"BETPOP_W08_17",24,"10",35,"14","BETPOP","BETPOP_W08","17","B",0,17,10,0.588235294117647
"BETPOP_W08_18",35,"9",35,"9","BETPOP","BETPOP_W08","18","B",1,17,10,0.588235294117647
"BETPOP_W08_19",31,"15",31,"15","BETPOP","BETPOP_W08","19","B",1,17,10,0.588235294117647
"BETPOP_W08_2",24,"9",38,"15","BETPOP","BETPOP_W08","2","B",1,17,10,0.588235294117647
"BETPOP_W08_3",31,"11",35,"13","BETPOP","BETPOP_W08","3","B",0,17,10,0.588235294117647
"BETPOP_W08_4",31,"10",35,"13","BETPOP","BETPOP_W08","4","B",0,17,10,0.588235294117647
"BETPOP_W08_5",31,"10",35,"13","BETPOP","BETPOP_W08","5","B",0,17,10,0.588235294117647
"BETPOP_W08_6",31,"9",35,"12","BETPOP","BETPOP_W08","6","B",0,17,10,0.588235294117647
"BETPOP_W08_7",31,"12",35,"15","BETPOP","BETPOP_W08","7","B",1,17,10,0.588235294117647
"BETPOP_W08_8",24,"9",35,"15","BETPOP","BETPOP_W08","8","B",1,17,10,0.588235294117647
"BETPOP_W08_9",24,"9",35,"15","BETPOP","BETPOP_W08","9","B",1,17,10,0.588235294117647
"BETPOP_W09_1",31,"11",40,"15","BETPOP","BETPOP_W09","1","B",1,13,9,0.692307692307692
"BETPOP_W09_10",31,"9",35,"15","BETPOP","BETPOP_W09","10","B",1,13,9,0.692307692307692
"BETPOP_W09_11",31,"14",35,"15","BETPOP","BETPOP_W09","11","B",1,13,9,0.692307692307692
"BETPOP_W09_12",31,"15",31,"15","BETPOP","BETPOP_W09","12","B",1,13,9,0.692307692307692
"BETPOP_W09_13",31,"12",35,"15","BETPOP","BETPOP_W09","13","B",1,13,9,0.692307692307692
"BETPOP_W09_14",31,"11",35,"15","BETPOP","BETPOP_W09","14","B",1,13,9,0.692307692307692
"BETPOP_W09_2",31,"11",38,"15","BETPOP","BETPOP_W09","2","B",1,13,9,0.692307692307692
"BETPOP_W09_3",31,"12",38,"14","BETPOP","BETPOP_W09","3","B",0,13,9,0.692307692307692
"BETPOP_W09_4",31,"9",38,"14","BETPOP","BETPOP_W09","4","B",0,13,9,0.692307692307692
"BETPOP_W09_5",35,"12",38,"12","BETPOP","BETPOP_W09","5","B",0,13,9,0.692307692307692
"BETPOP_W09_6",31,"9",38,"13","BETPOP","BETPOP_W09","6","B",0,13,9,0.692307692307692
"BETPOP_W09_7",31,"11",38,"15","BETPOP","BETPOP_W09","7","B",1,13,9,0.692307692307692
"BETPOP_W09_9",31,"15",31,"15","BETPOP","BETPOP_W09","9","B",1,13,9,0.692307692307692
"BETPOP_W10_1",24,"9",52,"15","BETPOP","BETPOP_W10","1","A",1,18,15,0.833333333333333
"BETPOP_W10_10",35,"9",43,"15","BETPOP","BETPOP_W10","10","A",1,18,15,0.833333333333333
"BETPOP_W10_11",35,"10",40,"15","BETPOP","BETPOP_W10","11","A",1,18,15,0.833333333333333
"BETPOP_W10_12",35,"9",43,"15","BETPOP","BETPOP_W10","12","A",1,18,15,0.833333333333333
"BETPOP_W10_13",43,"9",52,"11","BETPOP","BETPOP_W10","13","A",0,18,15,0.833333333333333
"BETPOP_W10_14",35,"9",43,"15","BETPOP","BETPOP_W10","14","A",1,18,15,0.833333333333333
"BETPOP_W10_15",35,"9",43,"15","BETPOP","BETPOP_W10","15","A",1,18,15,0.833333333333333
"BETPOP_W10_16",31,"10",38,"15","BETPOP","BETPOP_W10","16","A",1,18,15,0.833333333333333
"BETPOP_W10_17",31,"9",38,"15","BETPOP","BETPOP_W10","17","A",1,18,15,0.833333333333333
"BETPOP_W10_18",31,"9",38,"15","BETPOP","BETPOP_W10","18","A",1,18,15,0.833333333333333
"BETPOP_W10_2",40,"9",52,"14","BETPOP","BETPOP_W10","2","A",0,18,15,0.833333333333333
"BETPOP_W10_3",38,"9",52,"15","BETPOP","BETPOP_W10","3","A",1,18,15,0.833333333333333
"BETPOP_W10_4",43,"9",52,"14","BETPOP","BETPOP_W10","4","A",0,18,15,0.833333333333333
"BETPOP_W10_5",43,"9",52,"15","BETPOP","BETPOP_W10","5","A",1,18,15,0.833333333333333
"BETPOP_W10_6",43,"11",50,"15","BETPOP","BETPOP_W10","6","A",1,18,15,0.833333333333333
"BETPOP_W10_7",38,"9",50,"15","BETPOP","BETPOP_W10","7","A",1,18,15,0.833333333333333
"BETPOP_W10_8",38,"10",47,"15","BETPOP","BETPOP_W10","8","A",1,18,15,0.833333333333333
"BETPOP_W10_9",35,"9",43,"15","BETPOP","BETPOP_W10","9","A",1,18,15,0.833333333333333
"BETPOP_W11_1",40,"11",47,"15","BETPOP","BETPOP_W11","1","A",1,20,18,0.9
"BETPOP_W11_10",47,"9",52,"15","BETPOP","BETPOP_W11","10","A",1,20,18,0.9
"BETPOP_W11_11",35,"9",47,"15","BETPOP","BETPOP_W11","11","A",1,20,18,0.9
"BETPOP_W11_12",31,"9",38,"15","BETPOP","BETPOP_W11","12","A",1,20,18,0.9
"BETPOP_W11_13",24,"10",31,"15","BETPOP","BETPOP_W11","13","A",1,20,18,0.9
"BETPOP_W11_14",24,"10",24,"10","BETPOP","BETPOP_W11","14","A",0,20,18,0.9
"BETPOP_W11_15",24,"9",35,"15","BETPOP","BETPOP_W11","15","A",1,20,18,0.9
"BETPOP_W11_16",31,"11",38,"15","BETPOP","BETPOP_W11","16","A",1,20,18,0.9
"BETPOP_W11_17",24,"15",24,"15","BETPOP","BETPOP_W11","17","A",1,20,18,0.9
"BETPOP_W11_18",24,"14",31,"15","BETPOP","BETPOP_W11","18","A",1,20,18,0.9
"BETPOP_W11_19",24,"12",31,"15","BETPOP","BETPOP_W11","19","A",1,20,18,0.9
"BETPOP_W11_2",40,"9",52,"15","BETPOP","BETPOP_W11","2","A",1,20,18,0.9
"BETPOP_W11_20",24,"12",31,"15","BETPOP","BETPOP_W11","20","A",1,20,18,0.9
"BETPOP_W11_3",43,"9",52,"14","BETPOP","BETPOP_W11","3","A",0,20,18,0.9
"BETPOP_W11_4",40,"9",52,"15","BETPOP","BETPOP_W11","4","A",1,20,18,0.9
"BETPOP_W11_5",40,"9",50,"15","BETPOP","BETPOP_W11","5","A",1,20,18,0.9
"BETPOP_W11_6",35,"9",47,"15","BETPOP","BETPOP_W11","6","A",1,20,18,0.9
"BETPOP_W11_7",43,"9",52,"15","BETPOP","BETPOP_W11","7","A",1,20,18,0.9
"BETPOP_W11_8",35,"9",47,"15","BETPOP","BETPOP_W11","8","A",1,20,18,0.9
"BETPOP_W11_9",31,"9",40,"15","BETPOP","BETPOP_W11","9","A",1,20,18,0.9
"BETPOP_W12_1",40,"10",52,"15","BETPOP","BETPOP_W12","1","B",1,38,31,0.815789473684211
"BETPOP_W12_10",35,"10",50,"15","BETPOP","BETPOP_W12","10","B",1,38,31,0.815789473684211
"BETPOP_W12_11",35,"9",50,"12","BETPOP","BETPOP_W12","11","B",0,38,31,0.815789473684211
"BETPOP_W12_12",38,"9",50,"14","BETPOP","BETPOP_W12","12","B",0,38,31,0.815789473684211
"BETPOP_W12_13",24,"9",40,"15","BETPOP","BETPOP_W12","13","B",1,38,31,0.815789473684211
"BETPOP_W12_14",24,"9",47,"15","BETPOP","BETPOP_W12","14","B",1,38,31,0.815789473684211
"BETPOP_W12_15",24,"9",40,"15","BETPOP","BETPOP_W12","15","B",1,38,31,0.815789473684211
"BETPOP_W12_16",31,"10",38,"15","BETPOP","BETPOP_W12","16","B",1,38,31,0.815789473684211
"BETPOP_W12_17",31,"10",38,"15","BETPOP","BETPOP_W12","17","B",1,38,31,0.815789473684211
"BETPOP_W12_18",31,"9",40,"15","BETPOP","BETPOP_W12","18","B",1,38,31,0.815789473684211
"BETPOP_W12_19",31,"9",40,"15","BETPOP","BETPOP_W12","19","B",1,38,31,0.815789473684211
"BETPOP_W12_2",40,"9",50,"9","BETPOP","BETPOP_W12","2","B",1,38,31,0.815789473684211
"BETPOP_W12_20",31,"11",38,"15","BETPOP","BETPOP_W12","20","B",1,38,31,0.815789473684211
"BETPOP_W12_21",31,"10",38,"15","BETPOP","BETPOP_W12","21","B",1,38,31,0.815789473684211
"BETPOP_W12_22",20,"9",35,"15","BETPOP","BETPOP_W12","22","B",1,38,31,0.815789473684211
"BETPOP_W12_23",38,"15",38,"15","BETPOP","BETPOP_W12","23","B",1,38,31,0.815789473684211
"BETPOP_W12_24",24,"9",35,"15","BETPOP","BETPOP_W12","24","B",1,38,31,0.815789473684211
"BETPOP_W12_25",24,"9",38,"15","BETPOP","BETPOP_W12","25","B",1,38,31,0.815789473684211
"BETPOP_W12_26",24,"9",38,"15","BETPOP","BETPOP_W12","26","B",1,38,31,0.815789473684211
"BETPOP_W12_27",24,"9",35,"15","BETPOP","BETPOP_W12","27","B",1,38,31,0.815789473684211
"BETPOP_W12_28",24,"9",35,"15","BETPOP","BETPOP_W12","28","B",1,38,31,0.815789473684211
"BETPOP_W12_29",24,"9",35,"15","BETPOP","BETPOP_W12","29","B",1,38,31,0.815789473684211
"BETPOP_W12_3",40,"9",50,"10","BETPOP","BETPOP_W12","3","B",0,38,31,0.815789473684211
"BETPOP_W12_30",24,"9",35,"15","BETPOP","BETPOP_W12","30","B",1,38,31,0.815789473684211
"BETPOP_W12_31",24,"9",35,"15","BETPOP","BETPOP_W12","31","B",1,38,31,0.815789473684211
"BETPOP_W12_32",31,"9",40,"15","BETPOP","BETPOP_W12","32","B",1,38,31,0.815789473684211
"BETPOP_W12_33",31,"10",38,"15","BETPOP","BETPOP_W12","33","B",1,38,31,0.815789473684211
"BETPOP_W12_34",31,"10",40,"15","BETPOP","BETPOP_W12","34","B",1,38,31,0.815789473684211
"BETPOP_W12_35",20,"9",31,"15","BETPOP","BETPOP_W12","35","B",1,38,31,0.815789473684211
"BETPOP_W12_36",20,"9",31,"15","BETPOP","BETPOP_W12","36","B",1,38,31,0.815789473684211
"BETPOP_W12_37",24,"10",31,"15","BETPOP","BETPOP_W12","37","B",1,38,31,0.815789473684211
"BETPOP_W12_38",24,"9",31,"15","BETPOP","BETPOP_W12","38","B",1,38,31,0.815789473684211
"BETPOP_W12_4",40,"9",50,"10","BETPOP","BETPOP_W12","4","B",0,38,31,0.815789473684211
"BETPOP_W12_5",43,"9",50,"9","BETPOP","BETPOP_W12","5","B",1,38,31,0.815789473684211
"BETPOP_W12_6",40,"9",50,"13","BETPOP","BETPOP_W12","6","B",0,38,31,0.815789473684211
"BETPOP_W12_7",40,"10",50,"13","BETPOP","BETPOP_W12","7","B",0,38,31,0.815789473684211
"BETPOP_W12_8",35,"9",50,"14","BETPOP","BETPOP_W12","8","B",0,38,31,0.815789473684211
"BETPOP_W12_9",31,"9",47,"15","BETPOP","BETPOP_W12","9","B",1,38,31,0.815789473684211
"BETPOP_W13_1",40,"9",56,"15","BETPOP","BETPOP_W13","1","A",1,8,5,0.625
"BETPOP_W13_2",43,"9",62,"11","BETPOP","BETPOP_W13","2","A",0,8,5,0.625
"BETPOP_W13_3",43,"9",62,"13","BETPOP","BETPOP_W13","3","A",0,8,5,0.625
"BETPOP_W13_4",38,"9",47,"15","BETPOP","BETPOP_W13","4","A",1,8,5,0.625
"BETPOP_W13_5",38,"9",47,"15","BETPOP","BETPOP_W13","5","A",1,8,5,0.625
"BETPOP_W13_6",40,"9",62,"14","BETPOP","BETPOP_W13","6","A",0,8,5,0.625
"BETPOP_W13_7",43,"9",62,"9","BETPOP","BETPOP_W13","7","A",1,8,5,0.625
"BETPOP_W13_8",43,"9",62,"9","BETPOP","BETPOP_W13","8","A",1,8,5,0.625
"BETPOP_W14_1",52,"9",73,"15","BETPOP","BETPOP_W14","1","B",1,12,9,0.75
"BETPOP_W14_10",80,"9",88,"15","BETPOP","BETPOP_W14","10","B",1,12,9,0.75
"BETPOP_W14_11",88,"15",88,"15","BETPOP","BETPOP_W14","11","B",1,12,9,0.75
"BETPOP_W14_12",73,"9",83,"13","BETPOP","BETPOP_W14","12","B",0,12,9,0.75
"BETPOP_W14_13",73,"9",83,"13","BETPOP","BETPOP_W14","13","B",0,12,9,0.75
"BETPOP_W14_2",67,"9",83,"15","BETPOP","BETPOP_W14","2","B",1,12,9,0.75
"BETPOP_W14_3",83,"10",88,"15","BETPOP","BETPOP_W14","3","B",1,12,9,0.75
"BETPOP_W14_4",73,"9",88,"15","BETPOP","BETPOP_W14","4","B",1,12,9,0.75
"BETPOP_W14_5",67,"9",88,"9","BETPOP","BETPOP_W14","5","B",1,12,9,0.75
"BETPOP_W14_6",83,"11",88,"15","BETPOP","BETPOP_W14","6","B",1,12,9,0.75
"BETPOP_W14_7",73,"10",83,"15","BETPOP","BETPOP_W14","7","B",1,12,9,0.75
"BETPOP_W14_8",76,"10",83,"14","BETPOP","BETPOP_W14","8","B",0,12,9,0.75
"BETPOP_W15_1",80,"9",83,"10","BETPOP","BETPOP_W15","1","A",0,13,11,0.846153846153846
"BETPOP_W15_10",62,"9",76,"15","BETPOP","BETPOP_W15","10","A",1,13,11,0.846153846153846
"BETPOP_W15_11",52,"9",62,"15","BETPOP","BETPOP_W15","11","A",1,13,11,0.846153846153846
"BETPOP_W15_12",43,"9",69,"15","BETPOP","BETPOP_W15","12","A",1,13,11,0.846153846153846
"BETPOP_W15_13",40,"9",52,"15","BETPOP","BETPOP_W15","13","A",1,13,11,0.846153846153846
"BETPOP_W15_2",80,"10",83,"13","BETPOP","BETPOP_W15","2","A",0,13,11,0.846153846153846
"BETPOP_W15_3",67,"10",76,"15","BETPOP","BETPOP_W15","3","A",1,13,11,0.846153846153846
"BETPOP_W15_4",67,"11",73,"15","BETPOP","BETPOP_W15","4","A",1,13,11,0.846153846153846
"BETPOP_W15_5",52,"9",69,"15","BETPOP","BETPOP_W15","5","A",1,13,11,0.846153846153846
"BETPOP_W15_6",60,"9",73,"15","BETPOP","BETPOP_W15","6","A",1,13,11,0.846153846153846
"BETPOP_W15_7",67,"9",76,"15","BETPOP","BETPOP_W15","7","A",1,13,11,0.846153846153846
"BETPOP_W15_8",52,"9",73,"15","BETPOP","BETPOP_W15","8","A",1,13,11,0.846153846153846
"BETPOP_W15_9",67,"9",80,"15","BETPOP","BETPOP_W15","9","A",1,13,11,0.846153846153846
"SAMRAC_G01_1",14,"9",80,"13","SAMRAC","SAMRAC_G01","1","A",0,5,2,0.4
"SAMRAC_G01_2",17,"9",80,"15","SAMRAC","SAMRAC_G01","2","A",1,5,2,0.4
"SAMRAC_G01_3",31,"9",80,"9","SAMRAC","SAMRAC_G01","3","A",1,5,2,0.4
"SAMRAC_G01_4",31,"9",80,"10","SAMRAC","SAMRAC_G01","4","A",0,5,2,0.4
"SAMRAC_G01_5",31,"9",80,"11","SAMRAC","SAMRAC_G01","5","A",0,5,2,0.4
"SAMRAC_G02_1",14,"10",93,"15","SAMRAC","SAMRAC_G02","1","A",1,4,2,0.5
"SAMRAC_G02_2",14,"9",93,"15","SAMRAC","SAMRAC_G02","2","A",1,4,2,0.5
"SAMRAC_G02_3",38,"9",93,"12","SAMRAC","SAMRAC_G02","3","A",0,4,2,0.5
"SAMRAC_G02_4",38,"9",93,"11","SAMRAC","SAMRAC_G02","4","A",0,4,2,0.5
"SAMRAC_G03_1",35,"9",93,"15","SAMRAC","SAMRAC_G03","1","A",1,7,5,0.714285714285714
"SAMRAC_G03_2",35,"9",93,"11","SAMRAC","SAMRAC_G03","2","A",0,7,5,0.714285714285714
"SAMRAC_G03_3",35,"9",93,"15","SAMRAC","SAMRAC_G03","3","A",1,7,5,0.714285714285714
"SAMRAC_G03_4",38,"9",93,"10","SAMRAC","SAMRAC_G03","4","A",0,7,5,0.714285714285714
"SAMRAC_G03_5",24,"9",93,"15","SAMRAC","SAMRAC_G03","5","A",1,7,5,0.714285714285714
"SAMRAC_G03_6",31,"9",93,"15","SAMRAC","SAMRAC_G03","6","A",1,7,5,0.714285714285714
"SAMRAC_G03_7",31,"9",93,"15","SAMRAC","SAMRAC_G03","7","A",1,7,5,0.714285714285714
"SAMRAC_G04_1",14,"10",80,"15","SAMRAC","SAMRAC_G04","1","A",1,3,3,1
"SAMRAC_G04_2",14,"10",80,"15","SAMRAC","SAMRAC_G04","2","A",1,3,3,1
"SAMRAC_G04_3",56,"9",56,"9","SAMRAC","SAMRAC_G04","3","A",1,3,3,1
"SAMRAC_G05_1",50,"9",93,"15","SAMRAC","SAMRAC_G05","1","A",1,4,3,0.75
"SAMRAC_G05_2",50,"9",93,"15","SAMRAC","SAMRAC_G05","2","A",1,4,3,0.75
"SAMRAC_G05_3",24,"9",93,"15","SAMRAC","SAMRAC_G05","3","A",1,4,3,0.75
"SAMRAC_G05_4",43,"9",93,"11","SAMRAC","SAMRAC_G05","4","A",0,4,3,0.75
"SAMRAC_G06_1",14,"10",56,"15","SAMRAC","SAMRAC_G06","1","A",1,6,5,0.833333333333333
"SAMRAC_G06_2",17,"9",56,"10","SAMRAC","SAMRAC_G06","2","A",0,6,5,0.833333333333333
"SAMRAC_G06_3",14,"11",56,"15","SAMRAC","SAMRAC_G06","3","A",1,6,5,0.833333333333333
"SAMRAC_G06_4",17,"14",56,"15","SAMRAC","SAMRAC_G06","4","A",1,6,5,0.833333333333333
"SAMRAC_G06_5",14,"10",56,"15","SAMRAC","SAMRAC_G06","5","A",1,6,5,0.833333333333333
"SAMRAC_G06_6",14,"10",56,"15","SAMRAC","SAMRAC_G06","6","A",1,6,5,0.833333333333333
"SAMRAC_G07_1",14,"9",76,"15","SAMRAC","SAMRAC_G07","1","A",1,7,6,0.857142857142857
"SAMRAC_G07_2",14,"10",76,"15","SAMRAC","SAMRAC_G07","2","A",1,7,6,0.857142857142857
"SAMRAC_G07_3",31,"12",76,"15","SAMRAC","SAMRAC_G07","3","A",1,7,6,0.857142857142857
"SAMRAC_G07_4",20,"9",76,"15","SAMRAC","SAMRAC_G07","4","A",1,7,6,0.857142857142857
"SAMRAC_G07_5",14,"9",76,"13","SAMRAC","SAMRAC_G07","5","A",0,7,6,0.857142857142857
"SAMRAC_G07_6",14,"10",76,"15","SAMRAC","SAMRAC_G07","6","A",1,7,6,0.857142857142857
"SAMRAC_G07_7",69,"9",76,"9","SAMRAC","SAMRAC_G07","7","A",1,7,6,0.857142857142857
"SAMRAC_G08_1",17,"9",76,"15","SAMRAC","SAMRAC_G08","1","A",1,6,4,0.666666666666667
"SAMRAC_G08_2",17,"9",76,"15","SAMRAC","SAMRAC_G08","2","A",1,6,4,0.666666666666667
"SAMRAC_G08_3",17,"9",76,"15","SAMRAC","SAMRAC_G08","3","A",1,6,4,0.666666666666667
"SAMRAC_G08_4",24,"9",76,"11","SAMRAC","SAMRAC_G08","4","A",0,6,4,0.666666666666667
"SAMRAC_G08_5",43,"13",76,"15","SAMRAC","SAMRAC_G08","5","A",1,6,4,0.666666666666667
"SAMRAC_G08_6",62,"9",76,"10","SAMRAC","SAMRAC_G08","6","A",0,6,4,0.666666666666667
"SAMRAC_G09_1",14,"9",67,"15","SAMRAC","SAMRAC_G09","1","A",1,7,4,0.571428571428571
"SAMRAC_G09_2",14,"9",67,"14","SAMRAC","SAMRAC_G09","2","A",0,7,4,0.571428571428571
"SAMRAC_G09_3",14,"10",67,"15","SAMRAC","SAMRAC_G09","3","A",1,7,4,0.571428571428571
"SAMRAC_G09_4",17,"9",67,"13","SAMRAC","SAMRAC_G09","4","A",0,7,4,0.571428571428571
"SAMRAC_G09_5",17,"9",67,"15","SAMRAC","SAMRAC_G09","5","A",1,7,4,0.571428571428571
"SAMRAC_G09_6",35,"9",67,"12","SAMRAC","SAMRAC_G09","6","A",0,7,4,0.571428571428571
"SAMRAC_G09_7",35,"10",67,"15","SAMRAC","SAMRAC_G09","7","A",1,7,4,0.571428571428571
"SAMRAC_G11_1",14,"9",31,"15","SAMRAC","SAMRAC_G11","1","B",1,3,3,1
"SAMRAC_G11_2",24,"10",31,"15","SAMRAC","SAMRAC_G11","2","B",1,3,3,1
"SAMRAC_G11_3",14,"10",31,"15","SAMRAC","SAMRAC_G11","3","B",1,3,3,1
"SAMRAC_G12_1",14,"10",69,"0","SAMRAC","SAMRAC_G12","1","B",0,7,5,0.714285714285714
"SAMRAC_G12_2",35,"9",69,"0","SAMRAC","SAMRAC_G12","2","B",0,7,5,0.714285714285714
"SAMRAC_G12_3",38,"9",76,"15","SAMRAC","SAMRAC_G12","3","B",1,7,5,0.714285714285714
"SAMRAC_G12_4",24,"9",76,"15","SAMRAC","SAMRAC_G12","4","B",1,7,5,0.714285714285714
"SAMRAC_G12_5",24,"9",76,"15","SAMRAC","SAMRAC_G12","5","B",1,7,5,0.714285714285714
"SAMRAC_G12_6",24,"9",76,"15","SAMRAC","SAMRAC_G12","6","B",1,7,5,0.714285714285714
"SAMRAC_G12_7",20,"11",76,"15","SAMRAC","SAMRAC_G12","7","B",1,7,5,0.714285714285714
"SAMRAC_G14_1",14,"9",73,"15","SAMRAC","SAMRAC_G14","1","B",1,3,1,0.333333333333333
"SAMRAC_G14_2",17,"9",73,"11","SAMRAC","SAMRAC_G14","2","B",0,3,1,0.333333333333333
"SAMRAC_G14_3",20,"9",69,"11","SAMRAC","SAMRAC_G14","3","B",0,3,1,0.333333333333333
"SAMRAC_G15_1",14,"9",76,"12","SAMRAC","SAMRAC_G15","1","B",0,7,4,0.571428571428571
"SAMRAC_G15_2",35,"9",76,"15","SAMRAC","SAMRAC_G15","2","B",1,7,4,0.571428571428571
"SAMRAC_G15_3",14,"9",76,"15","SAMRAC","SAMRAC_G15","3","B",1,7,4,0.571428571428571
"SAMRAC_G15_4",24,"9",76,"10","SAMRAC","SAMRAC_G15","4","B",0,7,4,0.571428571428571
"SAMRAC_G15_5",24,"9",76,"15","SAMRAC","SAMRAC_G15","5","B",1,7,4,0.571428571428571
"SAMRAC_G15_6",31,"9",76,"15","SAMRAC","SAMRAC_G15","6","B",1,7,4,0.571428571428571
"SAMRAC_G15_7",35,"9",76,"11","SAMRAC","SAMRAC_G15","7","B",0,7,4,0.571428571428571
"SAMRAC_G16_1",14,"9",62,"15","SAMRAC","SAMRAC_G16","1","B",1,5,4,0.8
"SAMRAC_G16_2",24,"9",62,"15","SAMRAC","SAMRAC_G16","2","B",1,5,4,0.8
"SAMRAC_G16_3",35,"9",62,"9","SAMRAC","SAMRAC_G16","3","B",1,5,4,0.8
"SAMRAC_G16_4",62,"9",62,"9","SAMRAC","SAMRAC_G16","4","B",1,5,4,0.8
"SAMRAC_G16_5",35,"9",62,"10","SAMRAC","SAMRAC_G16","5","B",0,5,4,0.8
"SAMRAC_G17_1",14,"9",62,"15","SAMRAC","SAMRAC_G17","1","B",1,6,6,1
"SAMRAC_G17_2",40,"9",62,"15","SAMRAC","SAMRAC_G17","2","B",1,6,6,1
"SAMRAC_G17_3",31,"9",62,"9","SAMRAC","SAMRAC_G17","3","B",1,6,6,1
"SAMRAC_G17_4",31,"13",62,"15","SAMRAC","SAMRAC_G17","4","B",1,6,6,1
"SAMRAC_G17_5",31,"13",62,"15","SAMRAC","SAMRAC_G17","5","B",1,6,6,1
"SAMRAC_G17_6",31,"12",62,"15","SAMRAC","SAMRAC_G17","6","B",1,6,6,1
"SAMRAC_G18_1",38,"9",80,"15","SAMRAC","SAMRAC_G18","1","B",1,5,5,1
"SAMRAC_G18_2",38,"9",80,"15","SAMRAC","SAMRAC_G18","2","B",1,5,5,1
"SAMRAC_G18_3",38,"9",83,"15","SAMRAC","SAMRAC_G18","3","B",1,5,5,1
"SAMRAC_G18_4",40,"10",88,"15","SAMRAC","SAMRAC_G18","4","B",1,5,5,1
"SAMRAC_G18_5",40,"9",88,"15","SAMRAC","SAMRAC_G18","5","B",1,5,5,1
